gender,age,height,weight,bust_circumference,waist_circumference,hip_circumference,bmi
M,27,1740,62.0,881,740,931,20.48
F,55,1526,47.7,872,735,861,20.48
F,17,1573,50.4,795,665,905,20.37
F,60,1484,52.3,901,839,885,23.75
M,28,1654,53.6,796,678,886,19.59
F,65,1561,58.6,916,807,905,24.05
F,16,1650,62.3,866,742,965,22.88
F,20,1656,61.0,880,745,935,22.24
M,43,1555,55.1,860,870,845,22.79
F,37,1633,64.8,930,815,960,24.3
F,47,1534,55.4,881,748,905,23.54
F,21,1610,54.2,845,745,909,20.91
F,33,1562,65.1,915,834,991,26.68
F,18,1554,79.0,1045,965,1090,32.71
F,20,1666,54.6,795,669,936,19.67
M,19,1736,84.2,960,895,1039,27.94
M,17,1716,112.5,1135,1222,1205,38.2
M,17,1746,57.1,780,682,881,18.73
M,39,1773,75.2,990,820,961,23.92
F,37,1580,50.5,855,685,911,20.23
M,63,1633,61.4,901,821,910,23.02
M,24,1844,91.0,986,906,1070,26.76
M,65,1638,65.0,900,824,912,24.23
F,55,1537,63.2,1031,931,985,26.75
M,20,1689,98.2,1157,1034,1065,34.42
F,51,1528,72.8,1116,935,916,31.18
F,17,1580,46.8,776,635,850,18.75
M,41,1777,80.1,980,860,985,25.37
F,19,1556,46.7,775,700,886,19.29
F,35,1618,70.4,940,962,1015,26.89
M,36,1793,60.4,860,702,905,18.79
M,31,1737,75.1,955,832,990,24.89
F,61,1514,56.3,995,935,865,24.56
M,65,1576,62.0,882,850,895,24.96
F,22,1595,50.5,805,695,899,19.85
M,27,1686,72.5,964,807,960,25.5
F,22,1595,51.4,865,666,888,20.2
F,28,1596,62.8,971,815,954,24.65
M,49,1745,78.3,1003,892,975,25.71
M,20,1751,80.7,977,866,1005,26.32
M,38,1674,76.4,997,967,986,27.26
M,17,1681,67.6,871,767,906,23.92
F,46,1658,68.9,971,820,960,25.06
F,16,1585,48.7,817,675,895,19.39
F,25,1632,46.8,775,630,858,17.57
F,30,1560,51.5,844,650,903,21.16
M,66,1683,75.5,957,956,956,26.66
M,19,1725,80.9,1006,875,999,27.19
F,19,1531,38.7,690,565,816,16.51
F,18,1516,44.9,750,600,895,19.54
F,36,1676,61.8,872,724,967,22.0
M,20,1769,66.1,904,776,921,21.12
M,44,1700,74.9,1027,815,932,25.92
F,18,1594,49.8,775,680,901,19.6
M,20,1707,51.3,776,635,842,17.61
F,43,1566,47.2,802,750,845,19.25
F,16,1535,45.9,781,599,874,19.48
F,61,1505,46.4,815,710,855,20.49
M,19,1706,61.5,855,735,906,21.13
F,31,1690,60.7,825,705,971,21.25
F,36,1645,60.6,882,771,971,22.39
F,36,1649,54.2,840,708,918,19.93
F,52,1643,56.7,775,715,955,21.0
M,33,1737,90.8,1055,942,1048,30.09
F,18,1728,97.5,1077,950,1138,32.65
M,39,1673,85.4,1036,915,1010,30.51
M,19,1701,56.5,814,680,860,19.53
F,44,1616,59.0,895,801,995,22.59
F,38,1507,43.9,740,651,901,19.33
F,20,1610,53.5,775,670,946,20.64
F,28,1678,66.8,960,782,956,23.72
M,29,1739,80.9,970,895,1022,26.75
F,17,1557,49.1,785,635,874,20.25
M,56,1716,63.1,893,776,895,21.43
F,33,1552,49.9,761,664,959,20.72
F,26,1646,53.5,835,680,942,19.75
M,35,1739,82.1,1006,885,1005,27.15
M,17,1762,58.4,797,697,905,18.81
M,31,1681,63.5,895,754,910,22.47
M,34,1677,63.7,951,834,881,22.65
M,16,1660,50.4,765,644,845,18.29
F,17,1639,47.1,776,639,870,17.53
M,63,1681,65.1,905,816,912,23.04
M,31,1764,67.4,906,761,912,21.66
F,66,1547,57.0,856,786,962,23.82
M,23,1765,88.1,1030,932,1080,28.28
M,50,1676,76.9,952,895,1004,27.38
M,19,1779,66.5,882,761,935,21.01
M,16,1703,60.8,827,707,905,20.96
M,37,1703,61.8,878,804,899,21.31
F,38,1648,55.5,820,761,912,20.44
M,59,1626,64.9,920,850,911,24.55
F,17,1600,52.9,840,660,897,20.66
F,33,1631,65.8,991,831,996,24.74
M,47,1725,78.3,930,895,968,26.31
F,19,1580,51.6,837,670,900,20.67
F,23,1512,60.2,941,835,985,26.33
F,18,1562,45.0,767,635,867,18.44
M,25,1835,86.1,1041,851,1015,25.57
M,68,1593,59.4,900,835,908,23.41
F,20,1493,49.7,820,666,917,22.3
F,54,1444,58.9,1014,915,926,28.25
F,16,1605,45.0,744,625,835,17.47
F,33,1554,47.7,851,661,889,19.75
M,18,1817,62.0,825,711,861,18.78
F,29,1534,51.5,790,700,941,21.89
M,53,1723,61.5,888,786,880,20.72
F,34,1557,61.4,913,780,980,25.33
M,18,1760,53.4,775,641,865,17.24
M,19,1657,52.6,775,674,838,19.16
F,18,1563,53.6,821,686,956,21.94
M,18,1730,56.2,846,685,865,18.78
M,18,1745,66.1,875,728,945,21.71
F,21,1691,54.4,765,656,885,19.02
M,18,1770,72.1,880,754,975,23.01
F,16,1618,64.9,904,751,1042,24.79
F,17,1664,51.0,801,656,905,18.42
M,20,1750,91.9,1065,1033,1086,30.01
M,31,1786,71.0,870,775,955,22.26
M,31,1675,80.6,1060,920,1001,28.73
F,56,1523,48.2,809,700,835,20.78
M,20,1716,53.2,780,620,818,18.07
F,63,1505,59.0,990,890,945,26.05
F,55,1608,62.2,960,885,951,24.06
M,46,1720,98.3,1120,1041,1100,33.23
M,20,1767,69.1,870,712,960,22.13
F,32,1545,43.6,746,640,841,18.27
F,55,1443,44.7,856,792,845,21.47
F,31,1526,55.4,868,690,910,23.79
F,38,1628,72.1,950,885,1045,27.2
M,26,1768,70.6,890,784,985,22.59
M,64,1619,60.9,930,834,895,23.23
M,18,1800,72.8,892,795,985,22.47
M,31,1761,71.9,921,881,921,23.19
F,17,1580,49.6,835,690,885,19.87
M,16,1726,65.7,855,781,921,22.05
F,17,1720,54.9,816,686,901,18.56
F,19,1535,58.6,901,791,945,24.87
F,33,1681,75.5,980,815,1078,26.72
M,54,1710,76.4,960,893,1005,26.13
F,17,1660,59.8,881,707,960,21.7
M,21,1710,61.6,850,718,916,21.07
M,20,1661,71.6,985,847,925,25.95
F,60,1538,58.3,945,835,915,24.65
M,33,1773,83.8,1011,925,1013,26.66
F,48,1494,56.0,882,830,963,25.09
M,49,1686,64.7,934,805,893,22.76
M,66,1634,74.0,970,972,965,27.72
F,16,1626,52.2,755,670,925,19.74
M,22,1805,78.7,954,815,1006,24.16
F,46,1514,51.0,831,712,910,22.25
F,48,1507,65.6,960,980,982,28.89
M,47,1713,71.7,900,830,950,24.43
M,60,1629,65.4,930,838,910,24.65
M,27,1782,70.3,925,770,950,22.14
M,20,1736,80.8,1014,815,1007,26.81
F,52,1541,52.0,902,797,860,21.9
M,16,1717,74.3,943,900,966,25.2
M,19,1715,60.0,842,747,902,20.4
M,19,1610,81.8,1000,936,1025,31.56
M,20,1765,67.1,898,785,923,21.54
F,63,1451,52.7,905,785,901,25.03
M,30,1670,73.3,954,868,958,26.28
F,19,1615,62.9,905,790,925,24.12
M,24,1648,74.5,962,903,1015,27.43
M,17,1820,56.8,770,686,874,17.15
M,16,1798,81.0,961,875,995,25.06
M,38,1633,62.5,905,795,903,23.44
M,23,1690,68.6,910,768,935,24.02
F,36,1581,73.5,1041,971,1014,29.41
F,39,1495,55.1,889,779,926,24.65
F,61,1568,59.5,932,834,865,24.2
F,18,1604,67.8,915,750,1006,26.35
F,16,1591,50.5,806,655,900,19.95
M,25,1717,48.0,739,641,840,16.28
M,17,1713,64.8,835,806,920,22.08
M,17,1696,61.3,855,725,930,21.31
F,49,1594,72.8,1023,910,995,28.65
F,18,1768,66.9,800,695,1025,21.4
F,19,1641,54.1,875,660,925,20.09
M,27,1804,53.0,1003,974,1061,16.29
F,21,1545,50.0,816,725,925,20.95
M,34,1784,80.2,964,836,991,25.2
M,35,1799,69.9,930,762,958,21.6
F,19,1638,59.5,900,765,938,22.18
M,24,1796,80.8,975,892,991,25.05
M,25,1714,72.0,935,824,970,24.51
M,32,1758,70.5,903,812,960,22.81
F,16,1590,53.1,775,651,901,21.0
F,18,1481,50.6,826,700,920,23.07
F,17,1539,56.5,861,734,951,23.85
F,34,1590,55.7,881,740,884,22.03
F,65,1484,53.7,955,825,886,24.38
M,38,1804,77.5,975,858,1002,23.81
F,18,1631,81.0,1114,925,1084,30.45
F,52,1536,72.1,1064,995,1053,30.56
M,20,1680,62.2,847,786,915,22.04
M,26,1750,68.6,900,755,932,22.4
F,37,1506,58.7,983,832,913,25.88
M,45,1722,79.7,975,920,955,26.88
F,17,1558,43.0,760,611,841,17.71
F,17,1527,49.2,830,633,900,21.1
M,20,1733,70.1,902,770,976,23.34
F,32,1526,50.6,814,696,918,21.73
M,17,1716,69.2,863,781,937,23.5
F,32,1633,52.0,801,644,910,19.5
M,17,1894,106.6,1085,988,1097,29.72
M,36,1781,79.3,990,855,970,25.0
M,17,1675,70.7,925,820,990,25.2
F,34,1570,56.6,873,764,916,22.96
M,23,1820,68.1,896,705,930,20.56
M,30,1700,73.6,948,805,985,25.47
F,55,1661,76.0,1069,896,998,27.55
F,66,1550,61.9,991,865,922,25.76
F,19,1572,57.6,869,808,955,23.31
F,17,1564,61.0,895,790,980,24.94
F,22,1594,54.1,875,697,924,21.29
M,67,1706,86.9,1064,958,1005,29.86
F,16,1569,49.7,770,615,895,20.19
F,17,1638,53.0,798,662,901,19.75
F,26,1543,53.7,870,760,907,22.55
F,60,1500,61.9,986,935,975,27.51
M,28,1805,105.0,1121,1060,1106,32.23
M,18,1605,83.5,1025,979,1095,32.41
F,19,1628,55.6,875,672,963,20.98
M,18,1756,61.3,832,708,900,19.88
M,34,1803,73.0,945,800,980,22.46
F,32,1601,52.9,815,722,918,20.64
M,26,1710,78.1,1005,925,1010,26.71
M,24,1626,59.6,861,765,901,22.54
M,19,1831,67.8,910,689,926,20.22
F,29,1670,54.3,791,671,915,19.47
M,17,1617,58.6,839,764,875,22.41
F,18,1584,53.8,822,690,914,21.44
F,29,1629,46.8,756,602,855,17.64
M,22,1810,67.2,890,748,898,20.51
M,68,1568,65.3,953,924,930,26.56
F,18,1638,56.2,810,680,965,20.95
F,38,1664,59.2,868,740,941,21.38
M,23,1776,81.4,962,890,1070,25.81
F,30,1587,60.0,870,770,949,23.82
M,58,1640,68.8,950,904,960,25.58
M,33,1686,59.6,850,739,896,20.97
M,18,1739,60.0,818,703,885,19.84
F,56,1518,61.2,963,877,933,26.56
M,18,1635,57.0,815,706,914,21.32
F,23,1615,49.0,780,700,870,18.79
F,40,1606,81.8,1036,995,1061,31.71
M,18,1739,54.9,815,680,885,18.15
F,57,1562,53.6,876,773,906,21.97
M,34,1694,80.2,1047,945,1015,27.95
M,37,1750,66.2,883,831,908,21.62
M,16,1733,60.7,815,704,895,20.21
M,18,1699,62.1,889,685,890,21.51
F,29,1571,47.3,785,685,860,19.16
M,28,1790,66.9,840,728,881,20.88
F,38,1598,78.4,1053,941,1017,30.7
M,17,1700,61.7,857,730,935,21.35
M,21,1828,78.6,930,767,992,23.52
M,16,1803,98.3,1089,975,1122,30.24
F,40,1548,52.4,777,664,975,21.87
F,69,1549,59.9,964,954,941,24.96
M,16,1718,72.4,905,798,965,24.53
M,26,1736,71.5,889,800,972,23.73
M,48,1697,72.6,941,816,960,25.21
M,26,1723,58.6,848,740,870,19.74
F,30,1576,44.1,792,690,862,17.76
F,56,1588,59.8,920,782,950,23.71
M,42,1697,74.7,962,889,969,25.94
F,40,1606,67.8,954,882,965,26.29
M,39,1796,92.7,1092,971,1005,28.74
F,33,1665,81.8,1032,951,1061,29.51
M,17,1656,60.5,816,730,940,22.06
F,35,1569,66.3,1025,885,1005,26.93
F,27,1657,51.7,805,647,897,18.83
F,25,1529,55.3,895,730,945,23.65
M,25,1678,69.3,892,783,980,24.61
F,16,1635,63.5,925,768,982,23.75
F,53,1551,51.5,844,720,878,21.41
M,17,1759,69.3,924,755,940,22.4
M,19,1783,57.1,840,662,826,17.96
F,21,1609,57.2,882,680,910,22.09
F,25,1685,57.4,818,751,925,20.22
M,30,1710,69.2,885,765,946,23.67
F,44,1571,66.3,998,825,930,26.86
F,21,1557,55.7,857,750,940,22.98
F,60,1583,64.2,985,884,934,25.62
M,45,1626,81.6,997,970,1023,30.86
M,40,1667,82.8,1025,947,1016,29.8
F,18,1537,61.5,965,775,934,26.03
F,16,1615,54.2,802,720,951,20.78
M,36,1673,62.7,871,773,920,22.4
M,17,1725,50.1,745,630,837,16.84
F,41,1552,49.7,772,700,935,20.63
M,17,1718,65.7,878,765,895,22.26
F,34,1531,50.7,826,727,864,21.63
F,29,1601,50.1,821,680,902,19.55
F,20,1541,44.7,765,669,882,18.82
M,40,1828,84.6,1001,931,995,25.32
M,16,1766,87.7,1010,1014,1058,28.12
F,46,1506,62.8,960,837,1002,27.69
M,31,1740,73.7,902,789,980,24.34
F,53,1602,64.3,985,921,953,25.05
M,25,1651,85.5,1024,998,1111,31.37
M,18,1701,55.3,830,676,850,19.11
F,61,1534,58.2,950,872,929,24.73
F,28,1570,47.0,764,670,835,19.07
F,17,1588,59.3,910,760,985,23.52
M,23,1691,63.9,912,775,913,22.35
F,31,1740,60.0,851,690,972,19.82
F,31,1636,57.1,852,712,918,21.33
M,30,1731,68.3,871,775,952,22.79
M,55,1721,72.7,906,900,942,24.55
F,17,1575,61.5,931,756,981,24.79
F,35,1655,55.8,836,720,950,20.37
F,49,1600,57.4,902,730,917,22.42
F,31,1662,62.2,925,760,945,22.52
M,22,1774,66.2,905,710,915,21.04
M,41,1739,66.6,904,810,920,22.02
M,48,1732,82.9,1006,947,1005,27.63
F,39,1600,60.3,851,772,960,23.55
M,39,1702,81.8,968,895,1004,28.24
M,17,1745,50.7,770,640,826,16.65
M,28,1787,69.9,895,750,975,21.89
F,52,1498,58.9,905,835,940,26.25
M,40,1638,61.2,890,812,883,22.81
F,18,1734,64.0,875,665,986,21.29
F,38,1578,59.4,940,740,910,23.85
F,58,1513,58.0,980,865,923,25.34
M,42,1753,83.8,990,934,1001,27.27
M,20,1777,76.8,915,800,950,24.32
F,31,1570,50.1,835,772,894,20.33
M,30,1780,82.1,990,905,1021,25.91
M,25,1673,73.6,937,858,975,26.3
M,20,1695,50.2,790,635,833,17.47
F,16,1571,57.6,862,765,929,23.34
M,27,1701,60.2,855,700,879,20.81
F,32,1600,56.4,786,760,941,22.03
F,37,1559,61.7,887,835,980,25.39
M,20,1720,65.1,870,800,920,22.01
M,43,1636,60.4,850,750,907,22.57
M,20,1760,79.3,915,804,982,25.6
F,36,1580,72.8,1021,945,1011,29.16
M,48,1725,61.4,901,755,877,20.63
F,34,1570,52.0,855,720,905,21.1
M,17,1753,68.7,831,725,973,22.36
F,57,1500,44.2,790,675,850,19.64
M,37,1856,68.3,892,769,886,19.83
M,27,1749,72.8,923,842,960,23.8
F,33,1567,47.4,810,691,894,19.3
M,34,1770,108.6,1170,1052,1130,34.66
F,23,1600,60.9,923,754,972,23.79
F,50,1632,69.7,891,851,1044,26.17
M,39,1678,53.9,865,725,860,19.14
M,33,1660,83.3,1045,1020,980,30.23
F,46,1578,45.2,756,660,853,18.15
F,22,1669,54.9,800,682,925,19.71
F,24,1575,46.9,805,629,845,18.91
F,40,1508,46.0,807,730,845,20.23
F,50,1601,59.1,865,785,935,23.06
F,30,1578,55.6,864,712,924,22.33
F,27,1627,55.4,813,710,951,20.93
M,27,1742,60.7,855,720,885,20.0
M,18,1785,91.4,1022,917,1056,28.69
F,18,1547,50.8,800,690,924,21.23
F,44,1535,49.2,810,707,880,20.88
M,18,1733,66.0,846,813,958,21.98
F,33,1640,53.5,817,655,905,19.89
M,45,1673,69.8,963,854,937,24.94
F,51,1520,53.1,854,750,921,22.98
M,21,1794,61.1,866,700,915,18.98
F,17,1580,58.0,887,724,926,23.23
M,16,1711,59.3,830,705,927,20.26
M,29,1743,111.1,1134,1130,1148,36.57
F,22,1678,67.1,939,725,960,23.83
M,30,1692,72.7,939,852,947,25.39
M,17,1693,47.3,760,630,832,16.5
F,44,1528,65.7,955,875,1001,28.14
F,51,1470,61.3,951,869,907,28.37
F,59,1563,65.6,1025,875,943,26.85
F,23,1616,71.2,1035,931,1045,27.26
F,17,1591,57.5,856,721,956,22.72
M,17,1744,59.3,823,660,917,19.5
M,24,1746,96.6,1108,1045,1062,31.69
F,25,1589,51.9,810,680,892,20.56
M,19,1715,63.5,878,770,930,21.59
F,45,1504,46.3,831,754,884,20.47
F,18,1593,50.0,807,621,905,19.7
M,48,1753,71.9,900,865,986,23.4
F,44,1660,63.5,904,795,1002,23.04
F,29,1559,56.4,902,771,941,23.21
F,31,1571,65.7,930,796,1065,26.62
F,17,1685,48.4,726,620,880,17.05
M,37,1683,76.3,955,875,990,26.94
M,32,1668,59.3,880,786,900,21.31
M,68,1582,52.5,867,775,835,20.98
M,41,1743,82.8,1063,902,1008,27.25
M,53,1703,78.2,984,960,1007,26.96
F,21,1497,49.3,805,665,911,22.0
F,21,1590,60.3,931,771,952,23.85
F,19,1582,63.9,941,840,980,25.53
F,63,1470,56.2,867,823,921,26.01
F,42,1543,55.9,852,750,914,23.48
M,20,1700,70.2,890,750,957,24.29
F,23,1608,50.3,820,683,895,19.45
F,52,1560,60.4,895,831,995,24.82
M,18,1739,67.8,890,781,960,22.42
M,47,1633,63.4,885,830,931,23.77
F,17,1705,53.9,788,665,916,18.54
F,17,1588,60.3,866,730,984,23.91
M,18,1724,64.9,840,790,943,21.84
F,35,1639,51.0,845,625,865,18.99
M,53,1640,79.0,1010,961,990,29.37
F,19,1640,55.6,925,718,905,20.67
M,26,1715,88.5,1052,915,1061,30.09
M,39,1694,59.1,880,799,835,20.59
M,19,1814,57.6,780,674,895,17.5
F,34,1634,50.4,792,696,871,18.88
M,33,1727,91.3,1040,1006,1047,30.61
F,63,1519,67.0,1005,1005,944,29.04
M,53,1671,72.1,948,955,981,25.82
F,55,1456,51.9,900,760,856,24.48
M,48,1680,75.2,963,891,980,26.64
M,26,1698,76.7,1010,885,975,26.6
M,22,1785,60.6,860,700,920,19.02
F,44,1584,71.7,984,825,991,28.58
F,34,1560,47.3,784,667,851,19.44
F,18,1534,49.2,791,685,889,20.91
M,17,1650,59.1,880,762,896,21.71
F,19,1594,49.3,836,680,863,19.4
F,46,1514,56.5,930,820,937,24.65
M,54,1633,78.7,1065,941,938,29.51
M,36,1655,68.1,955,819,920,24.86
F,49,1612,68.9,955,870,1015,26.51
M,61,1594,75.5,1011,965,969,29.71
F,20,1564,57.2,895,730,946,23.38
F,55,1546,56.0,867,780,894,23.43
F,25,1703,61.2,880,726,982,21.1
F,16,1598,49.2,855,690,873,19.27
M,38,1738,71.0,941,851,941,23.5
M,27,1805,104.0,1070,1031,1106,31.92
F,57,1522,57.8,885,800,970,24.95
F,16,1647,56.1,815,690,958,20.68
F,45,1593,56.7,880,765,960,22.34
F,53,1520,60.7,959,869,956,26.27
M,18,1695,66.5,825,752,965,23.15
M,16,1754,64.6,860,715,906,21.0
F,16,1554,53.4,835,705,935,22.11
M,33,1745,103.5,1160,1026,1105,33.99
F,23,1571,50.4,815,624,895,20.42
F,60,1536,61.3,975,885,958,25.98
F,17,1634,55.8,815,725,936,20.9
M,26,1759,89.2,1035,961,1055,28.83
F,20,1624,54.9,847,765,921,20.82
F,19,1570,51.5,799,720,921,20.89
M,23,1755,92.0,1040,985,1070,29.87
F,23,1669,54.1,784,676,917,19.42
M,46,1722,62.9,897,820,890,21.21
M,36,1700,74.2,935,865,994,25.67
F,19,1544,51.4,808,725,914,21.56
M,26,1745,68.6,915,795,954,22.53
F,19,1608,59.3,861,757,984,22.93
M,60,1680,67.5,912,856,945,23.92
F,19,1581,60.9,956,762,950,24.36
F,46,1655,53.1,846,711,891,19.39
F,63,1442,49.9,880,811,862,24.0
F,18,1597,45.1,760,625,880,17.68
F,41,1495,50.1,885,780,882,22.42
M,23,1786,83.0,952,890,1015,26.02
F,26,1559,49.7,792,683,905,20.45
M,23,1738,68.7,950,746,935,22.74
F,16,1618,51.8,782,680,913,19.79
M,16,1706,47.7,770,625,807,16.39
M,20,1766,61.4,810,701,906,19.69
F,20,1653,57.7,883,684,955,21.12
F,27,1600,49.0,851,682,934,19.14
M,16,1710,56.0,784,678,885,19.15
F,32,1583,57.3,843,755,957,22.87
F,20,1633,62.6,876,810,935,23.47
F,19,1591,56.3,887,706,920,22.24
F,34,1635,61.1,888,730,981,22.86
M,16,1798,57.4,783,665,871,17.76
M,25,1794,84.1,1073,998,1020,26.13
F,16,1645,50.9,805,605,893,18.81
F,38,1567,57.5,925,805,930,23.42
F,19,1658,67.2,890,801,996,24.45
M,18,1750,74.7,899,786,969,24.39
F,56,1560,51.2,872,783,858,21.04
F,22,1596,61.1,950,724,972,23.99
F,16,1593,58.6,850,722,938,23.09
F,37,1615,51.6,822,695,920,19.78
F,61,1570,60.4,925,876,940,24.5
F,42,1536,58.7,989,799,925,24.88
M,36,1787,78.2,975,880,990,24.49
M,20,1591,74.3,998,940,1031,29.35
M,37,1642,61.1,875,709,930,22.66
F,55,1596,84.0,1155,1065,1105,32.98
F,19,1583,51.2,795,668,881,20.43
M,17,1720,63.1,843,746,935,21.33
M,17,1787,76.7,971,798,982,24.02
M,68,1678,69.8,961,846,948,24.79
M,25,1720,59.5,825,710,887,20.11
M,17,1720,57.5,827,673,868,19.44
M,56,1796,87.4,1040,928,1035,27.1
F,44,1460,49.9,885,799,872,23.41
F,26,1529,56.7,871,791,925,24.25
F,44,1492,56.9,895,786,942,25.56
F,41,1598,62.3,912,805,961,24.4
F,27,1630,57.4,876,746,921,21.6
M,36,1698,74.7,998,935,945,25.91
F,16,1650,54.7,863,698,884,20.09
M,25,1731,93.0,990,821,942,31.04
F,66,1528,61.9,1032,902,956,26.51
F,35,1570,53.2,835,715,915,21.58
F,25,1708,64.3,891,760,994,22.04
F,16,1574,52.2,775,615,915,21.07
M,30,1815,79.0,960,826,982,23.98
F,48,1569,54.1,840,772,906,21.98
M,67,1701,70.3,885,850,966,24.3
M,36,1647,74.8,950,902,955,27.57
F,27,1560,46.9,740,670,921,19.27
M,31,1778,72.1,949,814,952,22.81
M,62,1586,69.7,963,925,907,27.71
M,17,1668,57.3,800,682,895,20.6
F,46,1538,64.2,970,936,975,27.14
F,20,1580,49.7,788,620,882,19.91
M,19,1740,67.9,866,802,957,22.43
F,21,1571,52.6,791,700,955,21.31
F,41,1565,54.2,890,782,900,22.13
F,41,1647,51.4,802,680,867,18.95
M,22,1605,62.9,910,795,923,24.42
M,19,1730,79.4,950,845,1045,26.53
M,16,1658,57.0,840,707,885,20.74
M,18,1761,89.5,985,969,1084,28.86
M,16,1770,61.0,830,725,910,19.47
M,16,1700,62.6,885,765,898,21.66
F,52,1470,40.3,754,661,812,18.65
F,20,1582,52.5,820,683,905,20.98
F,32,1550,47.8,806,642,899,19.9
F,17,1597,50.5,815,640,883,19.8
F,46,1573,53.9,840,741,970,21.78
F,17,1600,67.9,944,814,996,26.52
M,31,1725,67.9,924,792,934,22.82
F,60,1495,51.6,930,836,850,23.09
F,53,1575,47.1,822,664,864,18.99
F,68,1575,54.4,892,814,889,21.93
F,19,1564,60.5,912,781,972,24.73
F,23,1580,48.9,803,673,880,19.59
F,27,1615,53.7,838,745,925,20.59
M,19,1739,53.1,796,710,850,17.56
F,45,1482,55.4,902,802,930,25.22
M,23,1690,83.0,1036,910,1060,29.06
F,28,1632,48.8,793,666,885,18.32
M,21,1778,84.9,985,880,1045,26.86
M,68,1533,49.8,894,805,815,21.19
M,34,1860,86.8,998,875,1035,25.09
M,19,1703,69.1,855,775,960,23.83
M,19,1783,74.1,960,774,945,23.31
F,18,1550,48.1,766,641,887,20.02
F,28,1560,53.5,771,680,965,21.98
M,61,1701,82.4,1007,994,976,28.48
M,30,1706,72.3,958,840,935,24.84
M,20,1711,80.8,955,880,1016,27.6
M,23,1714,78.6,935,892,997,26.75
M,24,1689,68.8,934,745,941,24.12
M,26,1694,69.1,930,820,920,24.08
F,15,1581,47.9,893,633,859,19.16
F,62,1535,47.7,816,702,850,20.24
F,19,1618,57.8,862,710,938,22.08
M,26,1748,67.9,914,816,943,22.22
M,19,1645,64.5,848,752,921,23.84
M,27,1693,67.4,905,765,955,23.52
M,24,1647,53.7,802,651,828,19.8
M,19,1687,73.7,993,835,950,25.9
F,19,1531,49.7,790,654,900,21.2
M,19,1757,74.1,905,814,1001,24.0
F,66,1543,61.4,936,880,950,25.79
F,44,1562,66.1,965,932,1006,27.09
M,22,1717,75.1,975,843,940,25.47
F,61,1494,58.5,947,861,972,26.21
F,27,1580,61.0,862,802,1014,24.44
F,26,1650,54.8,820,666,930,20.13
M,23,1765,62.6,850,725,905,20.09
M,63,1586,62.8,891,891,924,24.97
F,31,1645,66.6,910,810,981,24.61
M,16,1685,52.0,803,630,862,18.31
M,37,1694,77.0,945,876,1025,26.83
M,50,1686,66.2,887,825,916,23.29
F,25,1559,42.7,773,612,880,17.57
F,31,1580,49.0,820,740,873,19.63
M,22,1716,73.9,978,863,995,25.1
M,32,1840,90.2,1005,950,1069,26.64
M,32,1710,63.5,878,809,895,21.72
M,47,1737,101.0,1036,985,1076,33.48
F,18,1515,80.2,1049,942,1075,34.94
F,37,1625,59.8,878,733,975,22.65
M,31,1733,65.5,878,790,936,21.81
M,39,1706,76.2,932,842,979,26.18
M,29,1760,70.4,865,803,973,22.73
M,39,1687,61.3,881,781,885,21.54
M,30,1750,70.4,876,804,953,22.99
F,36,1612,68.7,933,852,1020,26.44
F,20,1518,67.3,1005,874,1020,29.21
M,16,1645,70.1,930,815,957,25.91
F,47,1531,56.2,921,751,915,23.98
F,16,1650,58.4,831,670,926,21.45
F,23,1545,65.5,944,872,1005,27.44
F,35,1625,104.8,1150,1090,1241,39.69
F,20,1575,58.7,938,745,930,23.66
M,25,1703,68.7,961,798,940,23.69
F,41,1665,55.6,861,718,936,20.06
M,30,1717,59.7,831,720,882,20.25
F,59,1533,65.4,995,903,985,27.83
M,60,1601,69.5,960,924,960,27.11
F,66,1495,55.2,935,823,880,24.7
M,33,1739,78.8,976,857,970,26.06
M,29,1606,69.6,941,866,957,26.98
F,36,1474,61.5,945,813,985,28.31
F,20,1633,55.8,823,710,945,20.92
M,21,1654,83.5,1021,916,1029,30.52
F,19,1560,50.8,796,640,900,20.87
M,20,1777,63.3,852,731,903,20.05
M,17,1754,61.4,816,705,894,19.96
F,19,1553,64.1,926,840,993,26.58
M,30,1710,64.9,938,756,903,22.19
F,56,1561,54.0,857,764,855,22.16
F,53,1525,68.4,1035,946,997,29.41
F,33,1560,58.4,922,803,947,24.0
M,55,1695,77.4,1021,852,1003,26.94
F,31,1544,46.1,776,610,866,19.34
M,30,1695,76.9,970,905,972,26.77
M,36,1684,75.9,983,800,1002,26.76
M,36,1718,71.6,989,852,935,24.26
M,56,1631,74.1,1021,945,1005,27.86
M,44,1704,69.3,944,874,942,23.87
F,58,1564,64.5,965,856,959,26.37
M,17,1762,,836,690,900,
M,53,1613,55.7,860,760,846,21.41
M,20,1789,64.4,832,710,910,20.12
M,61,1573,62.0,884,850,903,25.06
M,35,1675,68.6,930,800,961,24.45
F,19,1561,47.3,833,616,860,19.41
M,20,1680,78.9,1020,880,1035,27.95
M,43,1640,61.7,930,791,870,22.94
M,19,1640,60.8,851,710,909,22.61
F,19,1600,52.3,835,725,898,20.43
F,25,1604,49.7,780,646,880,19.32
F,38,1606,69.4,976,850,1021,26.91
M,49,1630,80.3,979,956,1020,30.22
F,16,1614,64.3,955,801,960,24.68
M,35,1833,91.9,1025,991,1017,27.35
F,66,1433,39.4,806,685,787,19.19
F,16,1545,47.1,830,670,875,19.73
M,55,1693,78.5,1039,942,976,27.39
F,32,1616,59.7,855,765,961,22.86
