gender,age,height,weight,bust_circumference,waist_circumference,hip_circumference
F,23,1545,65.5,944,872,1005
F,35,1625,104.8,1150,1090,1241
F,20,1575,58.7,938,745,930
M,25,1703,68.7,961,798,940
F,41,1665,55.6,861,718,936
M,30,1717,59.7,831,720,882
F,59,1533,65.4,995,903,985
M,60,1601,69.5,960,924,960
F,66,1495,55.2,935,823,880
M,33,1739,78.8,976,857,970
M,29,1606,69.6,941,866,957
F,36,1474,61.5,945,813,985
F,20,1633,55.8,823,710,945
M,21,1654,83.5,1021,916,1029
F,19,1560,50.8,796,640,900
M,20,1777,63.3,852,731,903
M,17,1754,61.4,816,705,894
F,19,1553,64.1,926,840,993
M,30,1710,64.9,938,756,903
F,56,1561,54.0,857,764,855
F,53,1525,68.4,1035,946,997
F,33,1560,58.4,922,803,947
M,55,1695,77.4,1021,852,1003
F,31,1544,46.1,776,610,866
M,30,1695,76.9,970,905,972
M,36,1684,75.9,983,800,1002
M,36,1718,71.6,989,852,935
M,56,1631,74.1,1021,945,1005
M,44,1704,69.3,944,874,942
F,58,1564,64.5,965,856,959
M,17,1762,,836,690,900
M,53,1613,55.7,860,760,846
M,20,1789,64.4,832,710,910
M,61,1573,62.0,884,850,903
M,35,1675,68.6,930,800,961
F,19,1561,47.3,833,616,860
M,20,1680,78.9,1020,880,1035
M,43,1640,61.7,930,791,870
M,19,1640,60.8,851,710,909
F,19,1600,52.3,835,725,898
F,25,1604,49.7,780,646,880
F,38,1606,69.4,976,850,1021
M,49,1630,80.3,979,956,1020
F,16,1614,64.3,955,801,960
M,35,1833,91.9,1025,991,1017
F,66,1433,39.4,806,685,787
F,16,1545,47.1,830,670,875
M,55,1693,78.5,1039,942,976
F,32,1616,59.7,855,765,961
M,32,1699,66.0,940,792,932
M,22,1760,72.7,922,820,990
F,62,1565,60.7,910,835,994
F,16,1654,56.4,820,693,917
M,68,1602,59.2,920,820,905
F,18,1650,49.5,780,625,891
M,18,1731,54.1,810,666,861
F,56,1460,59.4,970,918,960
F,43,1552,52.4,843,745,901
M,56,1636,67.3,915,848,916
M,24,1780,75.7,914,781,1011
F,50,1525,57.0,876,773,972
M,18,1800,74.1,895,796,1002
F,17,1584,49.5,806,687,901
F,55,1516,52.1,905,770,861
F,60,1564,55.8,940,835,868
F,60,1556,56.5,933,768,926
F,50,1546,50.1,840,675,856
F,18,1465,61.4,912,790,975
F,50,1544,58.2,925,825,900
M,55,1695,78.2,1022,930,975
F,36,1612,48.9,803,652,894
F,45,1490,47.8,825,720,895
F,21,1615,91.8,1001,926,1205
M,25,1651,70.7,926,785,991
M,17,1705,53.2,825,625,857
F,33,1548,49.9,845,722,881
M,51,1664,69.1,996,905,925
F,38,1585,65.9,929,854,974
M,27,1691,79.5,956,884,973
F,18,1640,48.1,781,690,891
F,39,1612,47.1,773,664,873
M,39,1726,80.5,1051,945,970
F,20,1684,59.6,858,707,970
F,56,1596,63.1,941,826,977
F,18,1568,59.6,855,735,982
F,22,1506,46.0,770,615,880
M,17,1765,55.9,785,660,900
F,54,1520,58.8,979,860,966
M,35,1760,67.8,896,820,950
M,47,1771,103.2,1142,1031,1097
F,16,1621,53.4,785,680,920
M,26,1630,62.8,901,791,904
F,58,1543,56.6,919,845,895
M,19,1776,78.1,962,803,975
M,33,1671,74.2,935,900,962
F,20,1690,47.9,760,641,847
M,37,1624,69.3,920,827,962
F,34,1611,52.2,867,757,900
F,28,1574,57.0,858,731,946
F,55,1477,40.0,806,643,793
F,32,1617,52.8,811,710,919
F,39,1540,57.6,941,791,911
F,19,1575,66.7,988,828,993
M,26,1764,65.6,890,745,904
F,33,1566,50.2,845,715,875
M,21,1649,61.0,892,757,907
F,62,1521,63.9,998,890,960
F,22,1539,50.3,892,637,905
M,27,1698,66.2,904,771,934
F,50,1606,60.0,940,795,918
M,16,1811,111.4,1102,1018,1204
F,17,1491,42.6,729,654,869
F,29,1630,53.8,806,695,900
F,56,1551,55.3,927,820,915
M,31,1795,103.7,1075,1016,1075
F,18,1617,58.2,825,705,950
M,36,1794,80.0,922,858,1017
M,60,1636,77.1,1020,905,973
M,28,1824,80.0,1012,832,996
F,18,1645,64.5,856,761,1021
F,26,1653,66.2,891,797,1012
M,16,1739,55.6,808,670,861
M,19,1682,67.0,878,810,964
F,17,1594,44.6,730,638,862
M,24,1764,68.8,836,803,975
F,16,1573,41.5,715,610,834
F,25,1617,50.8,745,657,928
F,18,1604,69.0,941,831,992
F,58,1477,57.5,921,841,965
M,31,1730,77.8,945,856,1006
M,18,1703,59.0,825,695,896
F,62,1558,65.7,922,961,1007
M,19,1752,59.8,805,707,878
M,48,1796,91.0,1045,978,1016
F,52,1512,62.5,951,845,969
F,36,1587,54.8,841,740,930
F,61,1454,40.1,810,690,795
F,19,1650,46.9,765,611,865
F,21,1656,57.8,851,725,950
M,29,1796,81.4,974,854,1005
F,17,1525,59.7,930,821,945
F,33,1558,54.0,846,790,909
F,18,1540,40.6,732,591,831
M,36,1751,91.1,970,994,1098
M,22,1801,62.5,775,695,890
F,45,1600,67.5,978,886,970
M,19,1722,67.4,856,743,957
M,25,1727,74.3,925,845,990
F,16,1634,63.6,925,735,965
M,38,1736,63.5,890,732,940
F,21,1639,56.2,835,715,962
F,22,1630,48.7,784,651,888
M,16,1622,49.6,794,661,827
F,36,1663,58.7,845,750,935
M,45,1729,74.5,930,896,927
M,16,1756,71.3,915,831,968
F,66,1470,59.4,993,897,958
M,37,1733,94.8,1135,1097,1000
F,27,1646,60.8,911,820,941
M,21,1744,57.9,810,705,880
M,20,1840,67.5,830,730,941
F,19,1571,55.0,870,718,878
M,20,1682,82.0,940,895,1025
F,37,1574,48.7,785,675,903
M,16,1700,75.7,972,838,982
M,16,1707,58.2,826,680,896
M,17,1726,61.1,803,694,895
F,16,1606,52.4,796,686,903
M,19,1885,139.2,1277,1249,1276
F,26,1689,65.1,882,743,970
M,49,1671,59.4,872,784,890
M,27,1745,65.7,865,785,923
F,29,1658,59.7,831,734,970
M,42,1802,96.4,1070,981,1095
M,39,1729,82.1,966,934,1030
F,38,1565,50.5,826,722,890
M,34,1667,67.3,920,780,952
F,22,1614,48.6,739,632,921
F,30,1520,47.1,793,683,895
M,36,1723,79.3,949,886,989
F,31,1562,48.2,825,715,865
M,21,1746,66.4,918,785,956
F,16,1596,50.4,834,656,900
M,16,1712,48.0,732,640,834
F,26,1622,52.5,810,677,880
F,17,1575,51.4,845,757,889
M,35,1741,79.5,1008,883,979
M,22,1739,72.6,976,865,955
F,20,1528,47.8,811,625,887
M,38,1676,72.6,951,873,941
F,45,1549,57.6,973,808,911
F,42,1513,48.2,855,724,831
F,18,1535,52.7,830,715,922
M,18,1694,60.7,860,739,926
M,36,1691,58.9,854,735,906
F,19,1645,55.4,827,714,930
F,18,1509,45.5,798,665,871
M,61,1623,63.3,920,866,905
M,29,1714,76.3,920,845,985
M,17,1742,60.0,767,699,900
M,32,1730,60.2,853,715,890
F,29,1531,48.5,781,672,910
F,61,1445,49.6,894,861,885
M,16,1727,47.5,790,590,785
M,19,1681,64.0,885,762,944
M,26,1765,78.3,960,821,965
M,19,1680,61.2,824,715,887
F,18,1660,54.8,785,655,944
M,21,1664,90.2,1110,1069,1050
F,23,1656,55.9,880,700,951
F,19,1560,53.2,820,705,922
M,17,1774,69.7,849,756,960
F,34,1632,56.4,800,730,935
F,16,1677,60.5,865,745,945
M,16,1740,58.6,792,666,870
F,19,1638,47.7,780,694,860
M,25,1770,73.3,895,782,970
F,33,1562,58.3,890,763,940
M,22,1743,96.0,1074,1065,1065
M,19,1732,56.4,805,709,871
F,18,1602,59.8,841,796,990
M,18,1716,56.2,791,710,845
M,16,1683,55.3,789,673,891
M,20,1706,62.6,825,722,920
M,19,1721,62.8,873,772,927
M,22,1732,62.5,856,725,900
M,57,1653,73.7,949,948,944
M,19,1710,56.8,809,670,865
M,18,1814,64.4,802,707,902
F,16,1590,52.1,800,651,951
M,62,1640,81.5,1050,989,1006
M,30,1791,76.9,935,803,1011
F,46,1635,64.9,903,769,993
M,17,1717,72.3,935,860,995
M,27,1719,71.8,938,805,984
M,25,1853,76.1,872,754,971
M,39,1769,63.9,840,801,916
F,42,1645,59.5,855,715,975
F,16,1604,54.9,826,661,926
M,22,1695,72.0,980,900,975
F,55,1576,77.5,1061,1002,1007
F,19,1584,47.4,780,641,925
F,20,1650,58.4,872,740,950
M,17,1793,68.9,872,789,922
M,19,1776,63.3,872,717,881
M,16,1808,75.3,912,812,995
M,41,1780,80.0,1030,859,990
F,47,1540,63.8,948,900,980
F,60,1545,63.9,1002,940,950
M,17,1805,108.9,1114,1137,1116
M,17,1783,71.0,891,766,955
F,56,1620,56.3,880,825,895
M,19,1816,68.8,885,746,930
F,48,1524,60.4,941,835,971
M,30,1880,100.3,1011,973,1120
M,37,1773,100.7,1082,980,1095
F,17,1621,53.5,860,680,898
M,16,1811,65.3,835,730,900
F,36,1655,53.4,810,720,918
M,29,1750,71.2,890,774,930
F,23,1655,57.3,842,715,932
F,19,1558,56.5,875,731,959
M,52,1713,65.1,930,822,914
M,39,1691,69.0,978,779,921
M,18,1791,63.8,851,740,910
M,33,1801,91.6,1026,979,1029
M,20,1765,67.1,898,765,945
M,34,1670,55.7,839,745,888
F,52,1539,53.5,880,775,886
F,41,1572,53.4,825,695,945
F,16,1572,56.9,883,735,945
F,36,1626,57.9,857,715,930
F,60,1535,59.2,954,835,955
F,40,1644,49.8,815,740,910
F,45,1529,53.8,860,695,920
F,28,1598,43.7,768,628,845
F,16,1664,69.2,904,762,992
F,19,1648,55.6,800,771,912
M,19,1581,59.4,1000,748,885
M,16,1800,67.9,895,720,953
F,17,1600,54.2,820,670,890
M,19,1788,59.7,820,688,875
M,66,1541,55.2,865,814,884
F,65,1526,65.4,1006,922,991
F,21,1618,58.7,868,800,995
M,41,1705,71.5,978,875,926
F,37,1572,61.1,915,820,948
F,38,1574,63.0,954,805,956
M,34,1703,99.5,1110,1083,1085
M,20,1779,54.2,833,673,857
F,16,1569,59.8,874,740,971
F,26,1596,45.0,750,605,860
M,17,1743,63.1,851,695,935
M,33,1835,101.1,1072,968,1065
M,51,1750,90.6,1065,1018,1038
F,21,1703,69.8,907,825,1010
M,20,1806,86.0,1003,908,1020
M,57,1610,74.0,986,940,956
F,17,1621,71.8,980,811,1046
M,19,1784,60.8,835,681,881
F,59,1523,47.6,882,773,852
M,56,1605,64.9,945,810,885
F,48,1543,63.3,964,879,955
M,16,1704,74.3,942,772,968
M,47,1725,79.5,965,874,981
F,33,1570,55.5,852,760,955
M,29,1713,64.7,900,840,928
M,27,1708,67.7,885,771,935
M,25,1755,72.7,907,764,958
F,18,1688,52.5,795,676,904
M,57,1820,79.8,1026,947,940
M,52,1671,72.2,964,886,960
M,19,1739,55.7,833,688,880
F,18,1565,46.3,810,625,858
F,26,1582,52.5,802,682,945
M,25,1727,79.2,983,906,1022
F,51,1560,56.6,961,831,914
F,43,1584,55.4,774,703,965
F,44,1524,55.5,832,724,970
F,48,1576,56.3,900,768,951
F,18,1596,52.3,795,665,927
M,30,1745,93.7,1021,978,1070
M,22,1712,64.0,881,750,901
M,20,1685,71.5,890,820,985
M,16,1724,55.1,820,687,853
F,35,1505,51.2,780,721,915
M,40,1700,49.7,790,685,831
M,16,1756,87.9,972,882,1047
M,31,1689,67.5,892,814,938
F,33,1558,61.5,934,864,940
F,30,1666,52.7,872,771,885
M,68,1730,72.9,932,917,950
M,19,1678,53.1,861,650,812
M,34,1678,92.1,1017,1005,1065
F,37,1495,46.2,814,670,855
M,17,1611,72.5,951,900,1000
F,28,1494,45.7,762,660,889
F,19,1526,48.2,755,680,890
M,62,1687,77.0,972,895,995
F,21,1627,53.7,832,721,911
F,17,1652,60.7,830,741,940
F,20,1540,59.4,921,778,967
M,32,1714,83.4,1035,892,1011
M,57,1722,74.4,985,840,980
F,18,1421,37.8,680,684,822
F,29,1538,58.1,910,751,961
F,23,1550,52.2,875,754,955
M,38,1704,66.6,910,823,951
M,26,1745,62.1,830,728,920
M,16,1710,57.6,802,694,893
F,18,1532,49.2,827,678,862
M,24,1684,45.1,762,635,835
F,39,1636,54.8,866,710,885
M,17,1732,55.3,807,713,878
F,47,1613,59.9,905,791,936
M,39,1707,75.5,965,883,966
F,42,1710,70.0,970,890,1004
F,17,1587,46.0,761,646,852
M,20,1776,65.6,860,745,931
M,25,1745,68.9,870,807,911
M,55,1675,67.3,945,818,902
F,28,1626,53.7,791,655,952
F,16,1578,52.1,795,630,895
F,19,1495,43.0,771,605,877
M,18,1717,66.1,895,742,928
M,23,1755,65.6,842,756,932
M,38,1865,107.5,1108,1038,1116
M,35,1748,67.4,870,781,950
F,43,1639,64.2,895,885,985
M,54,1643,70.7,976,884,948
M,42,1726,75.1,949,855,974
M,32,1670,65.5,905,821,914
M,47,1734,74.6,1000,895,926
F,53,1594,75.4,994,954,1110
F,17,1595,60.1,905,772,951
F,19,1594,58.3,845,712,964
M,18,1795,61.0,818,714,914
F,16,1604,53.2,808,695,940
F,59,1528,59.9,996,884,916
M,17,1744,50.8,801,645,850
M,19,1720,69.7,942,845,960
M,26,1785,81.1,950,840,1062
F,67,1570,64.5,997,940,915
M,23,1722,71.6,990,818,936
F,57,1625,68.4,985,945,1000
M,30,1663,68.2,938,840,937
F,17,1575,43.6,710,710,845
M,16,1665,71.4,949,842,951
M,53,1750,66.5,896,814,918
M,26,1750,83.0,1035,858,1001
M,32,1816,82.4,951,851,1029
M,42,1668,68.4,932,835,950
F,67,1530,58.7,922,868,981
M,51,1704,79.2,975,918,947
M,20,1750,85.0,980,913,1050
F,55,1484,57.9,928,881,941
M,21,1746,60.3,850,710,890
F,21,1532,48.1,820,681,861
M,17,1710,69.2,888,795,980
M,49,1691,92.2,1080,1068,1047
M,40,1671,74.9,936,865,978
M,17,1716,55.9,792,696,885
F,20,1580,43.8,750,610,821
M,24,1770,78.1,955,885,1027
F,16,1544,50.3,816,685,911
F,33,1525,48.1,820,680,905
M,17,1728,70.0,900,785,951
F,19,1564,56.2,885,780,934
M,57,1700,71.0,921,865,944
F,18,1565,48.6,808,675,909
F,17,1558,53.7,841,680,900
F,33,1601,51.1,822,705,890
F,16,1594,52.8,821,665,914
M,50,1720,75.7,977,858,969
M,19,1750,66.4,895,742,894
M,29,1725,85.7,1055,950,1020
F,17,1626,54.3,840,700,915
M,19,1625,56.0,840,718,875
F,17,1546,50.7,825,661,893
M,34,1736,74.5,968,830,960
M,21,1720,53.7,796,676,862
F,53,1514,66.3,1030,960,956
M,33,1786,74.7,948,872,978
F,29,1632,56.6,870,706,902
M,19,1781,60.1,819,718,886
F,51,1522,69.1,1021,894,980
F,30,1628,75.2,1027,912,1080
M,39,1783,67.3,901,800,936
M,57,1710,68.1,930,868,926
F,51,1469,53.5,915,770,895
F,38,1572,57.1,898,752,898
M,34,1736,77.9,928,839,979
M,20,1718,74.2,960,835,961
F,33,1613,53.9,830,696,937
F,18,1678,53.4,786,645,945
M,29,1688,57.4,841,750,862
M,19,1680,66.5,845,765,941
F,19,1623,67.1,929,820,1002
M,16,1655,71.5,895,815,1000
F,18,1606,55.1,841,714,941
M,19,1768,69.8,876,818,963
F,34,1616,45.2,731,640,855
M,17,1783,65.5,920,728,909
M,19,1674,102.7,1109,1132,1186
M,19,1720,60.0,845,705,892
M,19,1766,71.9,945,766,960
M,17,1795,53.6,878,709,895
F,18,1580,88.8,1222,1116,1100
M,54,1729,80.7,1020,966,1020
M,34,1728,83.7,1033,950,1010
M,59,1726,75.5,1003,932,990
F,16,1592,57.7,870,730,950
F,61,1490,56.1,970,845,915
M,16,1773,65.4,830,701,930
M,57,1540,56.2,892,833,844
M,51,1710,75.2,972,895,988
M,19,1844,78.6,915,840,991
F,26,1642,54.2,845,736,925
F,61,1615,57.8,920,779,891
M,18,1777,68.5,905,760,925
F,16,1569,47.4,730,645,931
F,51,1580,54.4,925,782,912
F,17,1545,47.5,803,670,875
M,40,1790,95.2,1045,990,1025
F,17,1469,47.2,789,662,910
M,38,1726,73.3,961,818,950
F,42,1601,52.9,820,715,900
M,32,1712,90.1,1090,986,1011
F,49,1546,49.4,870,695,861
M,19,1685,99.0,1150,1040,992
F,25,1681,53.1,857,710,875
F,60,1530,62.8,1061,912,905
M,22,1710,65.5,890,776,926
F,45,1570,53.6,823,731,945
F,26,1676,61.1,890,801,942
F,22,1580,43.6,770,620,841
F,16,1617,44.9,745,635,846
M,34,1701,75.8,940,900,965
M,23,1785,79.3,1005,830,1041
F,16,1644,64.0,905,715,980
F,37,1472,47.5,830,776,915
F,18,1655,52.9,790,675,905
M,42,1729,62.9,873,755,900
F,28,1668,55.8,800,680,931
M,38,1750,80.1,992,877,1010
F,55,1619,69.2,995,922,1039
F,16,1545,47.7,805,690,880
F,31,1620,64.0,893,795,1001
F,38,1621,55.5,895,760,937
F,16,1575,60.1,901,753,1009
F,19,1617,59.0,857,722,983
F,22,1631,56.9,852,740,944
M,20,1663,63.6,860,805,933
F,56,1607,61.5,986,905,931
M,63,1752,82.5,1010,988,1001
F,59,1485,52.7,875,776,920
F,54,1570,51.8,882,775,886
M,40,1709,63.1,845,736,921
M,19,1810,71.3,906,760,946
F,21,1622,69.1,928,796,1020
F,17,1470,54.5,891,715,930
M,23,1839,76.4,929,789,1005
F,16,1594,58.8,884,765,946
F,53,1580,60.6,981,810,920
F,48,1576,57.8,945,825,905
M,19,1720,59.1,880,710,848
M,53,1726,71.8,978,805,912
F,20,1637,45.3,750,590,850
F,18,1578,54.6,857,714,940
M,16,1794,59.0,805,685,873
M,21,1730,64.7,905,750,940
F,27,1660,63.2,880,772,985
F,31,1640,76.0,1041,895,1070
M,26,1678,68.7,944,788,964
F,31,1608,71.3,1025,855,994
F,25,1645,64.1,872,761,980
F,30,1571,50.4,820,695,880
M,31,1626,57.5,885,778,885
F,27,1572,54.0,819,740,920
F,16,1549,58.8,861,751,956
F,18,1546,42.7,760,666,855
M,23,1718,68.2,928,778,959
F,55,1536,58.9,935,876,935
M,20,1821,,931,762,942
F,16,1643,55.4,825,659,955
F,37,1596,50.6,860,715,872
F,34,1579,59.0,905,836,945
F,54,1579,57.5,855,762,955
F,65,1466,48.2,824,750,921
F,16,1546,43.4,740,604,845
M,41,1770,76.3,975,827,976
F,44,1600,56.2,865,715,941
M,18,1760,61.4,849,760,894
M,26,1708,59.2,895,712,894
F,34,1535,58.0,940,805,925
M,26,1732,63.1,921,736,930
F,25,1616,80.1,995,890,1081
M,34,1768,81.3,976,886,1000
M,17,1711,93.8,1052,993,1085
F,17,1686,52.7,775,640,910
F,18,1570,57.5,880,798,960
F,50,1619,78.0,985,930,1034
M,41,1734,84.9,1018,915,1011
F,18,1640,61.9,890,730,985
M,26,1728,82.1,1037,909,1045
F,21,1658,69.4,960,775,1021
F,56,1562,54.1,874,801,897
M,19,1721,89.9,1090,935,1069
M,56,1706,71.3,935,865,921
M,36,1733,93.8,1062,995,1069
M,33,1663,75.7,1002,890,985
F,47,1584,59.2,948,792,923
F,18,1585,43.8,760,600,860
F,37,1580,46.7,808,715,846
F,17,1595,50.4,793,669,883
F,60,1620,60.0,905,785,976
F,57,1601,62.0,922,830,955
F,17,1604,62.1,885,711,966
F,19,1619,54.6,815,693,966
F,39,1539,64.6,991,900,942
M,32,1735,81.6,995,885,970
M,21,1755,60.9,845,692,907
F,38,1598,63.8,907,800,966
F,16,1646,57.3,840,684,947
F,40,1546,60.9,965,860,921
F,61,1549,58.9,907,830,936
F,20,1550,44.0,725,635,841
F,21,1725,49.8,786,651,890
M,45,1729,78.6,964,870,952
F,20,1678,58.5,866,699,950
F,35,1496,78.6,1075,981,1010
M,29,1775,86.9,1037,837,1030
F,19,1553,52.6,845,709,920
F,60,1580,52.0,810,701,930
F,45,1539,47.4,800,750,880
M,33,1770,72.4,973,812,943
F,33,1688,56.8,833,656,895
F,33,1640,81.3,1030,866,1077
M,41,1725,86.4,1053,945,1021
F,36,1534,47.6,817,705,857
F,21,1576,57.4,879,757,956
M,17,1795,59.6,850,680,885
F,19,1687,76.6,964,832,1045
F,37,1550,62.6,935,821,942
F,18,1638,57.2,861,704,932
F,16,1648,48.0,744,623,840
F,17,1645,73.6,955,821,1062
F,36,1645,62.9,905,789,980
M,27,1698,69.6,964,840,945
F,35,1656,67.5,1044,811,955
F,19,1634,53.0,750,714,951
F,35,1635,51.0,825,690,880
M,24,1784,78.0,998,835,974
M,35,1876,86.4,975,895,1038
M,28,1708,68.5,926,803,960
M,20,1665,50.5,785,700,840
F,63,1595,64.9,981,872,963
F,55,1511,66.8,1005,981,979
M,17,1725,65.3,960,712,905
F,51,1545,46.9,792,678,841
F,66,1545,65.7,955,950,999
F,35,1599,53.8,850,742,900
F,57,1519,46.8,821,765,885
M,26,1639,72.5,959,826,985
F,18,1652,59.7,855,682,955
F,28,1656,91.4,1125,997,1101
F,68,1536,72.3,1085,1051,1005
M,25,1777,69.6,859,795,931
M,20,1694,74.7,962,823,1003
F,18,1560,61.2,895,813,970
F,55,1540,62.3,985,865,925
M,16,1710,62.0,845,710,902
M,38,1700,79.6,1000,880,958
F,20,1549,44.4,771,611,825
M,20,1758,71.3,907,805,985
F,20,1720,63.3,835,714,930
M,51,1726,66.6,925,849,916
F,16,1616,47.0,765,645,901
M,21,1667,67.5,883,796,946
M,24,1673,52.3,781,650,856
F,17,1638,51.1,835,635,895
M,24,1577,74.8,995,900,990
F,63,1638,82.4,840,755,957
F,35,1607,56.4,882,727,920
M,17,1830,68.4,960,740,935
M,27,1710,76.2,967,881,986
M,19,1819,87.3,1003,870,1064
F,21,1618,55.1,820,660,925
F,17,1595,53.3,821,685,925
M,45,1762,70.1,954,892,974
M,31,1682,69.3,945,800,955
M,21,1835,74.6,945,780,966
M,43,1710,70.0,902,855,935
F,16,1581,49.6,752,617,918
M,17,1806,74.0,880,793,986
M,18,1660,61.7,857,750,911
F,34,1568,58.0,876,775,970
F,42,1620,65.8,955,813,989
F,16,1525,50.0,839,690,897
F,44,1659,45.6,845,710,876
F,24,1573,47.5,780,664,895
M,20,1777,79.1,994,867,1005
F,19,1577,52.9,792,711,946
F,66,1515,52.1,900,848,902
F,18,1482,40.8,746,580,835
F,20,1606,49.7,763,613,892
F,29,1644,50.3,761,700,861
M,35,1683,76.9,943,900,980
F,58,1472,52.0,884,825,910
M,33,1733,71.2,926,894,1011
F,38,1440,42.8,857,671,801
F,48,1523,50.7,791,721,972
F,36,1533,56.0,840,725,941
M,46,1690,72.9,990,865,925
F,29,1650,69.6,935,816,1000
F,16,1615,57.6,831,684,941
M,23,1785,90.4,1020,975,1025
F,20,1499,69.9,1031,1021,1052
F,17,1616,62.0,849,760,1004
F,35,1667,56.6,840,711,894
F,54,1547,54.7,871,820,871
M,28,1845,71.8,940,777,960
M,43,1743,88.0,1088,990,1015
M,38,1633,64.8,847,810,904
F,43,1558,51.1,861,751,900
M,18,1780,60.8,850,691,885
M,22,1780,75.1,961,775,976
M,19,1744,69.1,890,754,929
M,17,1705,58.1,860,740,890
M,22,1670,66.2,884,812,885
M,18,1745,57.2,825,693,880
F,16,1571,39.8,705,600,818
F,22,1595,110.1,1241,1080,1312
M,27,1696,76.2,950,835,965
M,19,1734,74.0,941,804,971
M,27,1670,92.1,1078,1085,1074
M,21,1701,58.2,854,725,873
F,18,1694,67.1,909,724,998
F,46,1542,52.5,815,727,922
M,22,1795,75.5,945,740,971
M,26,1741,77.2,970,887,957
M,17,1685,66.8,875,760,955
M,17,1652,52.5,770,667,882
M,17,1752,61.4,810,695,865
F,46,1553,60.2,894,820,945
F,49,1563,61.6,895,808,960
F,19,1602,52.4,819,689,919
F,51,1597,57.7,881,780,955
F,46,1520,68.2,996,880,1025
F,21,1656,46.2,730,645,842
M,28,1695,69.2,900,783,970
M,17,1694,70.1,995,825,940
M,18,1680,54.8,800,665,890
F,55,1518,55.8,960,830,890
F,35,1529,51.5,804,701,926
F,34,1591,57.6,869,728,932
F,21,1595,54.6,833,750,939
M,32,1820,90.3,995,930,1054
F,32,1603,47.7,796,652,845
F,38,1549,79.3,1075,1030,1061
M,38,1662,81.3,983,936,997
M,26,1609,56.9,892,775,880
F,16,1620,58.2,890,708,935
F,19,1588,46.9,776,667,900
M,41,1680,75.8,985,880,991
M,28,1687,68.4,892,752,940
F,61,1486,52.5,929,792,910
M,17,1807,57.5,813,667,885
F,19,1536,61.0,823,698,991
M,26,1660,55.9,835,725,871
M,54,1695,68.4,962,798,884
M,45,1626,63.2,923,789,912
F,54,1607,50.4,866,701,874
F,25,1670,82.0,987,850,1110
F,16,1505,49.4,791,670,874
F,20,1596,54.5,882,740,924
M,33,1770,83.3,1024,945,971
F,16,1615,53.6,815,703,932
M,25,1627,73.6,942,860,979
M,37,1758,60.8,851,724,890
F,28,1625,59.0,890,790,981
M,18,1775,59.6,787,681,900
M,16,1740,54.7,762,632,860
M,44,1714,100.9,1108,1074,1091
F,17,1586,78.4,958,830,1076
M,25,1733,78.7,945,886,990
F,35,1580,61.7,947,831,954
M,45,1642,65.6,903,745,916
M,16,1680,72.3,915,814,1010
M,20,1690,48.5,757,654,826
F,27,1624,46.4,762,624,835
F,18,1652,64.8,834,700,990
M,42,1797,82.7,994,878,995
M,17,1680,56.4,820,670,890
F,36,1428,46.3,866,775,870
M,19,1696,59.4,815,705,876
M,17,1746,70.0,890,811,960
M,18,1694,65.8,842,749,934
M,23,1664,80.8,972,956,1026
F,16,1574,41.1,680,594,812
M,17,1835,77.5,895,825,980
M,34,1750,66.7,954,823,955
M,53,1705,77.2,1000,954,947
M,25,1733,77.0,950,891,991
M,20,1862,90.8,995,880,1095
F,22,1616,47.3,813,644,824
F,42,1601,51.9,765,686,910
M,22,1812,106.9,1100,1030,1090
M,18,1784,67.5,860,750,935
M,17,1709,68.4,870,695,955
M,16,1727,58.0,823,707,844
M,31,1767,67.2,865,758,935
F,64,1546,51.0,825,706,862
F,25,1605,56.2,840,720,981
M,19,1818,90.0,1080,970,1065
M,37,1768,58.0,820,705,805
F,17,1573,49.9,845,710,905
M,25,1675,78.5,960,935,1045
M,31,1727,96.1,1105,1035,1056
F,36,1662,61.9,926,785,953
M,49,1649,78.9,962,988,990
F,19,1564,63.3,921,870,1007
F,18,1585,75.1,1065,880,1043
M,45,1747,81.7,946,960,960
F,16,1556,65.3,978,832,1030
M,34,1684,73.4,982,852,965
M,28,1700,73.7,932,862,985
M,29,1765,100.5,1080,995,1085
F,20,1629,57.5,847,716,953
M,29,1742,82.1,978,855,1013
F,17,1670,60.1,856,683,965
M,51,1710,67.3,890,842,946
M,18,1784,110.4,1125,1092,1156
M,19,1711,51.8,781,674,861
M,23,1803,56.5,799,669,866
F,45,1605,57.9,880,760,923
F,33,1588,49.3,852,750,861
M,18,1736,62.5,851,720,890
F,26,1690,68.1,945,825,1000
F,38,1600,52.9,821,703,900
M,50,1810,78.6,932,875,996
F,15,1520,54.0,875,708,937
M,17,1675,68.4,885,770,971
M,30,1654,58.7,848,760,870
M,18,1727,54.5,775,690,779
M,36,1727,63.1,864,834,935
M,33,1734,79.3,905,865,1002
F,52,1675,59.5,925,762,928
F,25,1629,54.0,855,696,915
F,16,1596,52.4,813,703,930
M,25,1718,61.7,895,745,905
F,28,1667,50.6,762,610,900
F,17,1594,49.0,751,670,909
F,17,1680,56.3,860,700,920
F,42,1504,49.1,866,760,847
M,43,1805,63.4,875,772,918
M,19,1836,65.2,853,712,935
M,27,1765,86.7,997,876,1056
M,38,1854,82.0,942,928,1030
M,40,1692,67.3,930,830,914
M,18,1712,72.7,965,811,980
M,30,1747,94.7,1059,940,1044
M,57,1715,79.1,940,893,982
F,58,1580,62.9,945,905,952
M,28,1667,67.5,904,790,945
M,56,1571,62.1,900,791,879
F,60,1511,52.5,862,825,885
